1  3 : 19.00 4 : 29.00
1 : 0.00 2 : 156.00 3 : 19.00 4 : 19.00
1 : 0.00 2 : 146.00 3 : 9.00 4 : 19.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 48.00 2 : 68.00 3 : 0.00 4 : 0.00
1 : 39.00 2 : 224.00 3 : 9.00 4 : 9.00
1 : 0.00 2 : 390.00 3 : 39.00 4 : 39.00
1 : 0.00 2 : 439.00 3 : 39.00 4 : 68.00
1 : 0.00 2 : 380.00 3 : 29.00 4 : 58.00
1 : 0.00 2 : 146.00 3 : 0.00 4 : 9.00
1 : 0.00 2 : 39.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 87.00 2 : 19.00 3 : 0.00 4 : 0.00
1 : 146.00 2 : 68.00 3 : 0.00 4 : 0.00
1 : 136.00 2 : 97.00 3 : 9.00 4 : 0.00
1 : 126.00 2 : 58.00 3 : 19.00 4 : 0.00
1 : 107.00 2 : 39.00 3 : 39.00 4 : 0.00
1 : 117.00 2 : 39.00 3 : 39.00 4 : 9.00
1 : 146.00 2 : 48.00 3 : 29.00 4 : 9.00
1 : 146.00 2 : 39.00 3 : 39.00 4 : 0.00
1 : 146.00 2 : 19.00 3 : 29.00 4 : 0.00
1 : 166.00 2 : 9.00 3 : 19.00 4 : 0.00
1 : 156.00 2 : 39.00 3 : 39.00 4 : 9.00
1 : 146.00 2 : 78.00 3 : 9.00 4 : 0.00
1 : 0.00 2 : 39.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 0.00 2 : 0.00 3 : 0.00 4 : 0.00
1 : 19.00 2 : 107.00 3 : 9.00 4 : 0.00
1 : 9.00 2 : 205.00 3 : 19.00 4 : 0.00
